campaign_id,campaign_name,campaign_status,advertising_channel_type,campaign_type,impressions,clicks,cost,conversions,cpa,conversions_value,conversions_value_per_cost,ctr,average_cpc,search_impression_share,search_budget_lost_impression_share,search_rank_lost_impression_share,search_top_impression_share,search_absolute_top_impression_share,search_click_share,constraint_type,constraint_recommendation,constraint_reason
21043955442,Search Kokeshi - Termos Produtos - Brasil,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
21575776496,🐺 Wolf - [CP5] - [Vendas] - [Search]  - [Institucional] - [Brasil] - [12/08/2024],PAUSED,SEARCH,BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
21859040524,shopping-institucional,PAUSED,SHOPPING,BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
21912086858,Shopping | Brand,PAUSED,SHOPPING,BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
22127871987,Pesquisa | Pele de Porcelana | NB,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
22177026416,Pesquisa | Skincare Coreano | NB,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
22177029272,Pesquisa | Cremes Coreanos | NB,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
22313538605,Pesquisa | Óleo de Rosa Mosqueta | NB,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
22411395984,pesquisa-nb-pele-porcelana,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
22430127991,Pesquisa | Blog | NB,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
22870230380,Pesquisa | Sérum | NB,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
22870253747,Pesquisa | Colágeno | NB,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
23010619156,Pesquisa | NB | DSA,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
23056118848,perf-max-nb-body-splash,PAUSED,PERFORMANCE_MAX,PERFORMANCE_MAX,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
23174106124,Pesquisa | NB | Pele Oleosa,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
23174153725,Pesquisa | NB | Rugas e Linha,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
23308343204,perf-max-nb-renovadores,PAUSED,PERFORMANCE_MAX,PERFORMANCE_MAX,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
23489603212,pesquisa-nb-skincare,PAUSED,SEARCH,SEARCH_NON_BRANDED,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEALTHY_OR_NO_CLEAR_CONSTRAINT,Monitorar; não há gargalo claro de orçamento/rank,Sem perda relevante por orçamento ou rank no período.
23531631355,WG_Pmax | Best Sellers | nbd,ENABLED,PERFORMANCE_MAX,PMAX,1659021,30182,17284.33,1993.932134,8.67,187510.011151875,10.848554429440213,0.018192656994697475,0.5726701845139487,0.40709248766966943,0.0006970203399502711,0.5922104919903803,0.0,0.0,0.3520613114285048,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha PMAX: sem restrição identificável. IS de Search não se aplica.
23579319065,WG_Shopping | Best Sellers | nbd,ENABLED,SHOPPING,SHOPPING,1307674,14486,10964.24,424.773829,25.81,40242.172805431,3.670311193975232,0.011077684499347696,0.7568852685351374,0.410798120903341,0.12166789387966512,0.46753398521699385,0.0,0.0999,0.1489910069686989,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha SHOPPING: sem restrição identificável. IS de Search não se aplica.
22288052600,WG_Shopping | Portfólio Geral | nbd,ENABLED,SHOPPING,SHOPPING,707737,6323,4480.55,161.827831,27.69,14517.015166995,3.2400074024383163,0.008934109704593655,0.7086114186303969,0.2717972614176362,0.001984283003023993,0.7262184555793397,0.0,0.0999,0.1499284690584234,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha SHOPPING: sem restrição identificável. IS de Search não se aplica.
23721614389,WG_Display | Best seller | nbd,ENABLED,DISPLAY,DISPLAY,98729,15113,2234.13,39.90347,55.99,3727.69839066,1.6685225912338282,0.15307559075854105,0.1478284395553497,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_LOW_EFFICIENCY,Revisar CPA e ROAS — métricas de IS de Search não se aplicam,Campanha DISPLAY: sem conversão ou CPA alto. IS de Search não disponível para este tipo.
14411938493,Campanha Shopping,REMOVED,SHOPPING,SHOPPING,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha SHOPPING: sem restrição identificável. IS de Search não se aplica.
14835934991,kokeshi shopping,REMOVED,SHOPPING,SHOPPING,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha SHOPPING: sem restrição identificável. IS de Search não se aplica.
15761406855,Display_Performance,PAUSED,PERFORMANCE_MAX,PMAX,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha PMAX: sem restrição identificável. IS de Search não se aplica.
16968900221,🐺 WOLF - [18/04] [SALES] [SHOPPING PADRÃO] [MAX. CLIQUES] - TODOS OS PRODUTOS,PAUSED,SHOPPING,SHOPPING,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha SHOPPING: sem restrição identificável. IS de Search não se aplica.
17552417735,🐺WOLF - [CP3] - [21/06] - [VIDEO ROTINA SKIN CARE JOYCE],REMOVED,VIDEO,DEMAND_GEN_VIDEO,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha DEMAND_GEN_VIDEO: sem restrição identificável. IS de Search não se aplica.
18292161579,PMax: kokeshi shopping,PAUSED,PERFORMANCE_MAX,PMAX,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha PMAX: sem restrição identificável. IS de Search não se aplica.
19536264897,videos_novotel_kokeshi,REMOVED,VIDEO,DEMAND_GEN_VIDEO,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha DEMAND_GEN_VIDEO: sem restrição identificável. IS de Search não se aplica.
19659888958,Sales-Display-1,PAUSED,DISPLAY,DISPLAY,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha DISPLAY: sem restrição identificável. IS de Search não se aplica.
19661381730,Performance Max-8 - shopping inicial,PAUSED,PERFORMANCE_MAX,PMAX,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha PMAX: sem restrição identificável. IS de Search não se aplica.
20701822299,display_koke_geral,REMOVED,DISPLAY,DISPLAY,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha DISPLAY: sem restrição identificável. IS de Search não se aplica.
20708143328,perform_max_koke_25_10_23,PAUSED,PERFORMANCE_MAX,PMAX,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha PMAX: sem restrição identificável. IS de Search não se aplica.
20711905804,shopping_display_koke_25_10_23,REMOVED,DISPLAY,SHOPPING,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha SHOPPING: sem restrição identificável. IS de Search não se aplica.
20739745144,pmax_black_2023(google),PAUSED,PERFORMANCE_MAX,PMAX,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha PMAX: sem restrição identificável. IS de Search não se aplica.
21049464863,PMax - Novo Site - Produtos Unitários - Sul e Sudeste,PAUSED,PERFORMANCE_MAX,PMAX,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha PMAX: sem restrição identificável. IS de Search não se aplica.
21251194268,Shopping,PAUSED,SHOPPING,SHOPPING,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha SHOPPING: sem restrição identificável. IS de Search não se aplica.
21558012452,🐺 Wolf - [CP3] - [Vendas] - [Performance Máxima] - [Produtos Curva A] - Kits] - [Sul e Sudeste] - [08/08/2024],PAUSED,PERFORMANCE_MAX,PMAX,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON_SEARCH_HEALTHY,Monitorar via conversões e ROAS,Campanha PMAX: sem restrição identificável. IS de Search não se aplica.
