term_key,campaign_name,ad_group_name,impressions_ads_detail,clicks_ads_detail,cost_ads_detail,conversions_ads_detail,search_budget_lost_impression_share_detail,ctr_ads_detail,avg_cpc_ads_detail,cpa_ads_detail,detail_recommendation
creme facial de arroz,WG_Search | Soluções | nbd,search | produtos de skincare,64,3,1.335966,0.270721,0.0793697977877321,0.046875,0.445322,4.934844360060727,manter_otimizar_neste_grupo
creme facial de arroz,WG_Shopping | Best Sellers | nbd,shopping | best sellers,155,4,2.73,0.424578,0.1216678938796651,0.025806451612903226,0.6825,6.429913938074982,manter_otimizar_neste_grupo
creme facial de arroz,WG_Shopping | Portfólio Geral | nbd,todos,108,2,0.53,0.0,0.0019842830030239,0.018518518518518517,0.265,,monitorar
creme facial de rosa mosqueta,WG_Search | Soluções | nbd,search | óleo de rosa mosqueta,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial de rosa mosqueta,WG_Shopping | Best Sellers | nbd,shopping | best sellers,30,1,0.19,0.0,0.1216678938796651,0.03333333333333333,0.19,,monitorar
creme facial de rosa mosqueta,WG_Shopping | Portfólio Geral | nbd,todos,20,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial diurno,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial diurno,WG_Shopping | Best Sellers | nbd,shopping | best sellers,63,2,1.32,0.0,0.1216678938796651,0.031746031746031744,0.66,,monitorar
creme facial diurno,WG_Shopping | Portfólio Geral | nbd,todos,27,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial diurno e noturno,WG_Shopping | Best Sellers | nbd,shopping | best sellers,16,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme facial diurno e noturno,WG_Shopping | Portfólio Geral | nbd,todos,13,1,1.22,0.0,0.0019842830030239,0.07692307692307693,1.22,,monitorar
creme facial efeito lifting,WG_Shopping | Best Sellers | nbd,shopping | best sellers,33,2,2.76,0.0,0.1216678938796651,0.06060606060606061,1.38,,monitorar
creme facial efeito lifting,WG_Shopping | Portfólio Geral | nbd,todos,22,1,1.12,0.0,0.0019842830030239,0.045454545454545456,1.12,,monitorar
creme facial garnier,WG_Shopping | Best Sellers | nbd,shopping | best sellers,238,4,2.76,0.0,0.1216678938796651,0.01680672268907563,0.69,,monitorar
creme facial garnier,WG_Shopping | Portfólio Geral | nbd,todos,25,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial garnier colageno,WG_Shopping | Best Sellers | nbd,shopping | best sellers,5,1,1.46,0.0,0.1216678938796651,0.2,1.46,,monitorar
creme facial garnier colageno,WG_Shopping | Portfólio Geral | nbd,todos,7,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial garnier vitamina c,WG_Shopping | Best Sellers | nbd,shopping | best sellers,17,1,0.68,0.0,0.1216678938796651,0.058823529411764705,0.68,,monitorar
creme facial garnier vitamina c,WG_Shopping | Portfólio Geral | nbd,todos,4,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial gota de colágeno,WG_Search | Soluções | nbd,search | produtos de skincare,18,1,1.78,0.0,0.0793697977877321,0.05555555555555555,1.78,,monitorar
creme facial gueixa,WG_Search | Soluções | nbd,search | produtos de skincare,15,1,1.8,1.0,0.0793697977877321,0.06666666666666667,1.8,1.8,manter_otimizar_neste_grupo
creme facial gueixa,WG_Shopping | Best Sellers | nbd,shopping | best sellers,73,1,1.04,0.0,0.1216678938796651,0.0136986301369863,1.04,,monitorar
creme facial gueixa,WG_Shopping | Portfólio Geral | nbd,todos,99,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial japones,WG_Search | Soluções | nbd,search | produtos de skincare,8,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial japones,WG_Shopping | Best Sellers | nbd,shopping | best sellers,64,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme facial japones,WG_Shopping | Portfólio Geral | nbd,todos,43,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial kokeshi,WG_Search | Institucional | bd,search_kokeshi,252,24,11.731064,0.0,0.0016114096553333,0.09523809523809523,0.48879433333333333,,revisar_intencao_neste_grupo
creme facial kokeshi como usar,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana,3,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
creme facial kokeshi como usar,WG_Search | Institucional | bd,search_kokeshi,5,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
creme facial kokeshi como usar,WG_Search | Institucional | bd,search_kokeshi | body splash,1,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
creme facial kokeshi é bom,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana,7,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
creme facial kokeshi é bom,WG_Search | Institucional | bd,search_kokeshi,26,3,1.168812,1.0,0.0016114096553333,0.11538461538461539,0.389604,1.168812,manter_otimizar_neste_grupo
creme facial neutrogena,WG_Shopping | Best Sellers | nbd,shopping | best sellers,226,1,0.48,0.0,0.1216678938796651,0.004424778761061947,0.48,,monitorar
creme facial neutrogena,WG_Shopping | Portfólio Geral | nbd,todos,27,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial niacinamida,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial niacinamida,WG_Shopping | Best Sellers | nbd,shopping | best sellers,27,1,0.62,0.0,0.1216678938796651,0.037037037037037035,0.62,,monitorar
creme facial niacinamida,WG_Shopping | Portfólio Geral | nbd,todos,40,1,1.17,0.0,0.0019842830030239,0.025,1.17,,monitorar
creme facial nivea,WG_Shopping | Best Sellers | nbd,shopping | best sellers,471,5,2.79,1.333336,0.1216678938796651,0.010615711252653927,0.558,2.0924958150083697,manter_otimizar_neste_grupo
creme facial nivea,WG_Shopping | Portfólio Geral | nbd,todos,53,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial noturno,WG_Shopping | Best Sellers | nbd,shopping | best sellers,211,3,1.28,0.0,0.1216678938796651,0.014218009478672985,0.4266666666666667,,monitorar
creme facial noturno,WG_Shopping | Portfólio Geral | nbd,todos,164,2,3.28,0.0,0.0019842830030239,0.012195121951219513,1.64,,monitorar
creme facial noturno needs,WG_Shopping | Best Sellers | nbd,shopping | best sellers,4,1,0.48,0.0,0.1216678938796651,0.25,0.48,,monitorar
creme facial noturno pele madura,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial noturno pele madura,WG_Shopping | Best Sellers | nbd,shopping | best sellers,10,1,0.35,0.0,0.1216678938796651,0.1,0.35,,monitorar
creme facial noturno pele madura,WG_Shopping | Portfólio Geral | nbd,todos,9,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial nupill,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial nupill,WG_Shopping | Best Sellers | nbd,shopping | best sellers,104,1,0.13,0.0,0.1216678938796651,0.009615384615384616,0.13,,monitorar
creme facial nupill,WG_Shopping | Portfólio Geral | nbd,todos,32,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial nívea,WG_Shopping | Best Sellers | nbd,shopping | best sellers,32,1,0.21,0.0,0.1216678938796651,0.03125,0.21,,monitorar
creme facial nívea,WG_Shopping | Portfólio Geral | nbd,todos,8,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial oil free,WG_Shopping | Best Sellers | nbd,shopping | best sellers,29,1,0.49,0.0,0.1216678938796651,0.034482758620689655,0.49,,monitorar
creme facial oil free,WG_Shopping | Portfólio Geral | nbd,todos,11,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial organico,WG_Shopping | Best Sellers | nbd,shopping | best sellers,5,1,0.36,0.0,0.1216678938796651,0.2,0.36,,monitorar
creme facial organico,WG_Shopping | Portfólio Geral | nbd,todos,2,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial para diminuir linhas de expressão,WG_Search | Soluções | nbd,search | produtos de skincare,1,1,1.07,0.0,0.0793697977877321,1.0,1.07,,monitorar
creme facial para diminuir linhas de expressão,WG_Shopping | Best Sellers | nbd,shopping | best sellers,3,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme facial para fechar os poros,WG_Shopping | Best Sellers | nbd,shopping | best sellers,25,2,0.3,0.0,0.1216678938796651,0.08,0.15,,monitorar
creme facial para fechar os poros,WG_Shopping | Portfólio Geral | nbd,todos,7,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial para firmeza da pele,WG_Shopping | Best Sellers | nbd,shopping | best sellers,11,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme facial para firmeza da pele,WG_Shopping | Portfólio Geral | nbd,todos,3,1,0.73,0.0,0.0019842830030239,0.3333333333333333,0.73,,monitorar
creme facial para flacidez,WG_Shopping | Best Sellers | nbd,shopping | best sellers,17,1,1.2,0.0,0.1216678938796651,0.058823529411764705,1.2,,monitorar
creme facial para flacidez,WG_Shopping | Portfólio Geral | nbd,todos,22,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial para manchas,WG_Shopping | Best Sellers | nbd,shopping | best sellers,40,1,0.5,0.0,0.1216678938796651,0.025,0.5,,monitorar
creme facial para manchas,WG_Shopping | Portfólio Geral | nbd,todos,6,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial para maquiagem,WG_Shopping | Best Sellers | nbd,shopping | best sellers,12,2,1.0,0.0,0.1216678938796651,0.16666666666666666,0.5,,monitorar
creme facial para maquiagem,WG_Shopping | Portfólio Geral | nbd,todos,1,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial para o dia,WG_Search | Soluções | nbd,search | produtos de skincare,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial para o dia,WG_Shopping | Best Sellers | nbd,shopping | best sellers,11,1,1.46,0.0,0.1216678938796651,0.09090909090909091,1.46,,monitorar
creme facial para o dia,WG_Shopping | Portfólio Geral | nbd,todos,6,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial para o rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,44,1,0.6,0.0,0.1216678938796651,0.022727272727272728,0.6,,monitorar
creme facial para o rosto,WG_Shopping | Portfólio Geral | nbd,todos,13,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial para olheiras,WG_Shopping | Best Sellers | nbd,shopping | best sellers,32,2,1.18,0.0,0.1216678938796651,0.0625,0.59,,monitorar
creme facial para olheiras,WG_Shopping | Portfólio Geral | nbd,todos,3,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial para pele,WG_Shopping | Best Sellers | nbd,shopping | best sellers,9,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme facial para pele,WG_Shopping | Portfólio Geral | nbd,todos,6,1,0.21,0.0,0.0019842830030239,0.16666666666666666,0.21,,monitorar
creme facial para pele mista,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial para pele mista,WG_Shopping | Best Sellers | nbd,shopping | best sellers,41,1,0.23,0.0,0.1216678938796651,0.024390243902439025,0.23,,monitorar
creme facial para pele mista,WG_Shopping | Portfólio Geral | nbd,todos,4,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial para pele oleosa,WG_Shopping | Best Sellers | nbd,shopping | best sellers,247,5,3.8,0.0,0.1216678938796651,0.020242914979757085,0.76,,monitorar
creme facial para pele oleosa,WG_Shopping | Portfólio Geral | nbd,todos,32,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial para rugas e linhas de expressão,WG_Shopping | Best Sellers | nbd,shopping | best sellers,7,2,2.04,0.0,0.1216678938796651,0.2857142857142857,1.02,,monitorar
creme facial para rugas e linhas de expressão,WG_Shopping | Portfólio Geral | nbd,todos,1,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial para rugas profundas,WG_Shopping | Best Sellers | nbd,shopping | best sellers,13,1,0.67,0.0,0.1216678938796651,0.07692307692307693,0.67,,monitorar
creme facial para rugas profundas,WG_Shopping | Portfólio Geral | nbd,todos,7,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial pele de porcelana,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana,2,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
creme facial pele de porcelana,WG_Search | Soluções | nbd,search | creme pele de porcelana,78,12,13.541043,0.0,0.0793697977877321,0.15384615384615385,1.12842025,,monitorar
creme facial pele de porcelana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,186,5,2.8,0.0,0.1216678938796651,0.026881720430107527,0.5599999999999999,,monitorar
creme facial pele de porcelana,WG_Shopping | Portfólio Geral | nbd,todos,493,6,6.1,0.0,0.0019842830030239,0.012170385395537525,1.0166666666666666,,monitorar
creme facial pele de porcelana kokeshi,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana,43,1,0.307893,0.0,0.0016114096553333,0.023255813953488372,0.307893,,monitorar
creme facial pele de porcelana kokeshi,WG_Search | Institucional | bd,search_kokeshi | body splash,1,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
creme facial pele de porcelana kokeshi,WG_Search | Institucional | bd,search_kokeshi | óleo de rosa mosqueta,2,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
creme facial pele de porcelana kokeshi como usar,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana,6,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
creme facial pele madura,WG_Search | Soluções | nbd,search | produtos de skincare,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial pele madura,WG_Shopping | Best Sellers | nbd,shopping | best sellers,52,1,0.35,0.0,0.1216678938796651,0.019230769230769232,0.35,,monitorar
creme facial pele madura,WG_Shopping | Portfólio Geral | nbd,todos,28,1,0.21,0.0,0.0019842830030239,0.03571428571428571,0.21,,monitorar
creme facial pele mista,WG_Shopping | Best Sellers | nbd,shopping | best sellers,40,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme facial pele mista,WG_Shopping | Portfólio Geral | nbd,todos,2,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial pele oleosa,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial pele oleosa,WG_Shopping | Best Sellers | nbd,shopping | best sellers,179,1,0.52,0.0,0.1216678938796651,0.00558659217877095,0.52,,monitorar
creme facial pele oleosa,WG_Shopping | Portfólio Geral | nbd,todos,28,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial pele porcelana,WG_Search | Soluções | nbd,search | creme pele de porcelana,3,2,1.249999,0.0,0.0793697977877321,0.6666666666666666,0.6249995,,monitorar
creme facial pele porcelana,WG_Search | Soluções | nbd,search | pele de porcelana,2,1,1.28,0.0,0.0793697977877321,0.5,1.28,,monitorar
creme facial pele porcelana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,9,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme facial pele porcelana,WG_Shopping | Portfólio Geral | nbd,todos,20,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial pele seca,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial pele seca,WG_Shopping | Best Sellers | nbd,shopping | best sellers,45,1,0.32,0.0,0.1216678938796651,0.022222222222222223,0.32,,monitorar
creme facial pele seca,WG_Shopping | Portfólio Geral | nbd,todos,3,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial pele seca e sensivel,WG_Shopping | Best Sellers | nbd,shopping | best sellers,7,1,0.51,0.0,0.1216678938796651,0.14285714285714285,0.51,,monitorar
creme facial pele seca e sensivel,WG_Shopping | Portfólio Geral | nbd,todos,1,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial pele sensivel,WG_Search | Soluções | nbd,search | produtos de skincare,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial pele sensivel,WG_Shopping | Best Sellers | nbd,shopping | best sellers,19,1,0.22,0.0,0.1216678938796651,0.05263157894736842,0.22,,monitorar
creme facial pele sensivel,WG_Shopping | Portfólio Geral | nbd,todos,1,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial porcelana,WG_Search | Soluções | nbd,search | creme pele de porcelana,8,1,0.386086,0.0,0.0793697977877321,0.125,0.386086,,monitorar
creme facial porcelana,WG_Search | Soluções | nbd,search | pele de porcelana,3,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial porcelana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,39,2,1.56,0.0,0.1216678938796651,0.05128205128205128,0.78,,monitorar
creme facial porcelana,WG_Shopping | Portfólio Geral | nbd,todos,51,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial porcelana kokeshi,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana,1,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
creme facial principia,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial principia,WG_Shopping | Best Sellers | nbd,shopping | best sellers,287,4,1.72,0.0,0.1216678938796651,0.013937282229965157,0.43,,monitorar
creme facial principia,WG_Shopping | Portfólio Geral | nbd,todos,66,2,1.58,0.0,0.0019842830030239,0.030303030303030304,0.79,,monitorar
creme facial principia anti rugas,WG_Shopping | Best Sellers | nbd,shopping | best sellers,4,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme facial principia anti rugas,WG_Shopping | Portfólio Geral | nbd,todos,1,1,0.34,0.0,0.0019842830030239,1.0,0.34,,monitorar
creme facial redutor de poros,WG_Shopping | Best Sellers | nbd,shopping | best sellers,6,2,1.26,0.0,0.1216678938796651,0.3333333333333333,0.63,,monitorar
creme facial redutor de poros,WG_Shopping | Portfólio Geral | nbd,todos,9,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial renova be é bom,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial renova be é bom,WG_Shopping | Best Sellers | nbd,shopping | best sellers,37,1,1.88,0.0,0.1216678938796651,0.02702702702702703,1.88,,monitorar
creme facial renova be é bom,WG_Shopping | Portfólio Geral | nbd,todos,18,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial renovo,WG_Shopping | Best Sellers | nbd,shopping | best sellers,29,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme facial renovo,WG_Shopping | Portfólio Geral | nbd,todos,41,1,0.69,0.0,0.0019842830030239,0.024390243902439025,0.69,,monitorar
creme facial rosa mosqueta,WG_Search | Soluções | nbd,search | óleo de rosa mosqueta,4,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial rosa mosqueta,WG_Shopping | Best Sellers | nbd,shopping | best sellers,188,2,0.99,0.0,0.1216678938796651,0.010638297872340425,0.495,,monitorar
creme facial rosa mosqueta,WG_Shopping | Portfólio Geral | nbd,todos,138,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial rosa oriental,WG_Shopping | Best Sellers | nbd,shopping | best sellers,2,1,0.9,0.0,0.1216678938796651,0.5,0.9,,monitorar
creme facial rosa oriental,WG_Shopping | Portfólio Geral | nbd,todos,2,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial rosto,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme facial rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,20,1,0.27,0.0,0.1216678938796651,0.05,0.27,,monitorar
creme facial rosto,WG_Shopping | Portfólio Geral | nbd,todos,4,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial uniformizador,WG_Shopping | Best Sellers | nbd,shopping | best sellers,31,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme facial uniformizador,WG_Shopping | Portfólio Geral | nbd,todos,10,1,0.31,0.0,0.0019842830030239,0.1,0.31,,monitorar
creme facial vegano barato,WG_Shopping | Best Sellers | nbd,shopping | best sellers,1,1,0.32,0.0,0.1216678938796651,1.0,0.32,,monitorar
creme facial veneno de cobra,WG_Shopping | Best Sellers | nbd,shopping | best sellers,19,1,2.99,0.0,0.1216678938796651,0.05263157894736842,2.99,,monitorar
creme facial veneno de cobra,WG_Shopping | Portfólio Geral | nbd,todos,7,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme facial verde,WG_Shopping | Best Sellers | nbd,shopping | best sellers,4,1,0.63,0.0,0.1216678938796651,0.25,0.63,,monitorar
creme fecha poros,WG_Search | Soluções | nbd,search | produtos de skincare,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme fecha poros,WG_Shopping | Best Sellers | nbd,shopping | best sellers,24,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme fecha poros,WG_Shopping | Portfólio Geral | nbd,todos,4,1,0.35,0.0,0.0019842830030239,0.25,0.35,,monitorar
creme fechar os poros do rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,12,1,0.5,0.0,0.1216678938796651,0.08333333333333333,0.5,,monitorar
creme fechar os poros do rosto,WG_Shopping | Portfólio Geral | nbd,todos,9,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme fechar poros,WG_Shopping | Best Sellers | nbd,shopping | best sellers,18,1,0.73,0.0,0.1216678938796651,0.05555555555555555,0.73,,monitorar
creme fechar poros,WG_Shopping | Portfólio Geral | nbd,todos,2,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme fechar poros rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,18,2,1.29,0.0,0.1216678938796651,0.1111111111111111,0.645,,monitorar
creme fechar poros rosto,WG_Shopping | Portfólio Geral | nbd,todos,4,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme firmador,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme firmador,WG_Shopping | Best Sellers | nbd,shopping | best sellers,25,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme firmador,WG_Shopping | Portfólio Geral | nbd,todos,227,2,2.08,0.0,0.0019842830030239,0.00881057268722467,1.04,,monitorar
creme firmador area dos olhos,WG_Shopping | Best Sellers | nbd,shopping | best sellers,16,2,1.88,0.0,0.1216678938796651,0.125,0.94,,monitorar
creme firmador area dos olhos,WG_Shopping | Portfólio Geral | nbd,todos,1,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme firmador colo e pescoço,WG_Search | Soluções | nbd,search | produtos de skincare,4,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme firmador colo e pescoço,WG_Shopping | Best Sellers | nbd,shopping | best sellers,118,1,2.16,0.0,0.1216678938796651,0.00847457627118644,2.16,,monitorar
creme firmador colo e pescoço,WG_Shopping | Portfólio Geral | nbd,todos,95,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme firmador corporal,WG_Shopping | Best Sellers | nbd,shopping | best sellers,1,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme firmador corporal,WG_Shopping | Portfólio Geral | nbd,todos,52,2,0.78,0.0,0.0019842830030239,0.038461538461538464,0.39,,monitorar
creme firmador de pele do rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,2,1,0.69,1.0,0.1216678938796651,0.5,0.69,0.69,manter_otimizar_neste_grupo
creme firmador de pele do rosto,WG_Shopping | Portfólio Geral | nbd,todos,2,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme firmador de pálpebras,WG_Shopping | Best Sellers | nbd,shopping | best sellers,3,1,0.81,0.0,0.1216678938796651,0.3333333333333333,0.81,,monitorar
creme firmador para barriga,WG_Shopping | Portfólio Geral | nbd,todos,7,1,0.73,0.0,0.0019842830030239,0.14285714285714285,0.73,,monitorar
creme firmador para colo,WG_Shopping | Best Sellers | nbd,shopping | best sellers,4,1,0.83,0.0,0.1216678938796651,0.25,0.83,,monitorar
creme firmador para colo,WG_Shopping | Portfólio Geral | nbd,todos,4,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme firmador para o corpo,WG_Search | Soluções | nbd,search | produtos de skincare,3,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme firmador para o corpo,WG_Shopping | Portfólio Geral | nbd,todos,204,4,4.41,0.0,0.0019842830030239,0.0196078431372549,1.1025,,monitorar
creme firmador para o rosto,WG_Search | Soluções | nbd,search | produtos de skincare,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme firmador para o rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,599,11,8.23,2.0,0.1216678938796651,0.018363939899833055,0.7481818181818182,4.115,manter_escalar_neste_grupo
creme firmador para o rosto,WG_Shopping | Portfólio Geral | nbd,todos,436,5,4.13,0.0,0.0019842830030239,0.011467889908256881,0.826,,monitorar
creme firmador para olhos,WG_Shopping | Best Sellers | nbd,shopping | best sellers,7,1,0.46,0.0,0.1216678938796651,0.14285714285714285,0.46,,monitorar
creme firmador para área dos olhos,WG_Shopping | Best Sellers | nbd,shopping | best sellers,46,1,0.6,0.0,0.1216678938796651,0.021739130434782608,0.6,,monitorar
creme firmador para área dos olhos,WG_Shopping | Portfólio Geral | nbd,todos,8,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme firmador pescoço,WG_Shopping | Best Sellers | nbd,shopping | best sellers,57,1,0.68,0.0,0.1216678938796651,0.017543859649122806,0.68,,monitorar
creme firmador pescoço,WG_Shopping | Portfólio Geral | nbd,todos,40,1,0.72,0.0,0.0019842830030239,0.025,0.72,,monitorar
creme firmeza pele rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,6,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme firmeza pele rosto,WG_Shopping | Portfólio Geral | nbd,todos,5,1,1.16,0.0,0.0019842830030239,0.2,1.16,,monitorar
creme flacidez,WG_Shopping | Best Sellers | nbd,shopping | best sellers,5,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme flacidez,WG_Shopping | Portfólio Geral | nbd,todos,21,1,1.02,0.0,0.0019842830030239,0.047619047619047616,1.02,,monitorar
creme garnier,WG_Shopping | Best Sellers | nbd,shopping | best sellers,130,2,0.56,0.0,0.1216678938796651,0.015384615384615385,0.28,,monitorar
creme garnier,WG_Shopping | Portfólio Geral | nbd,todos,16,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme gel,WG_Search | Soluções | nbd,search | produtos de skincare,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
creme gel,WG_Shopping | Best Sellers | nbd,shopping | best sellers,26,1,0.55,0.0,0.1216678938796651,0.038461538461538464,0.55,,monitorar
creme gel,WG_Shopping | Portfólio Geral | nbd,todos,14,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
creme gel chuva de ozônio facial,WG_Search | Institucional | bd,search_kokeshi,1,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
creme gel chuva de ozônio facial,WG_Search | Institucional | bd,search_kokeshi | olhos de gueixa,1,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
creme gel chuva de ozônio facial,WG_Shopping | Best Sellers | nbd,shopping | best sellers,3,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
creme gel chuva de ozônio facial,WG_Shopping | Portfólio Geral | nbd,todos,11,2,0.9,0.0,0.0019842830030239,0.18181818181818182,0.45,,monitorar
